DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,MICROMEDEX_EVID_LEVEL,DRUG_1_CODE,DRUG_2_CODE,DRUG_1_QID,DRUG_2_QID,EVENT_QID,SOURCING_QID
enalapril,eprosartan,Hyperkalaemia,10020646,Established,3827,83515,Q422185,Q784717,Q605259,Q123505415
enalapril,irbesartan,Hyperkalaemia,10020646,Established,3827,83818,Q422185,Q947266,Q605259,Q123505415
enalapril,candesartan,Hyperkalaemia,10020646,Established,3827,214354,Q422185,Q415970,Q605259,Q123505415
enalapril,losartan,Hyperkalaemia,10020646,Established,3827,52175,Q422185,Q410074,Q605259,Q123505415
enalapril,olmesartan,Hyperkalaemia,10020646,Established,3827,321064,Q422185,Q421156,Q605259,Q123505415
enalapril,azilsartan,Hyperkalaemia,10020646,Established,3827,1091643,Q422185,Q27074832,Q605259,Q123505415
trandolapril,eprosartan,Hyperkalaemia,10020646,Established,38454,83515,Q929420,Q784717,Q605259,Q123505415
trandolapril,irbesartan,Hyperkalaemia,10020646,Established,38454,83818,Q929420,Q947266,Q605259,Q123505415
trandolapril,candesartan,Hyperkalaemia,10020646,Established,38454,214354,Q929420,Q415970,Q605259,Q123505415
trandolapril,losartan,Hyperkalaemia,10020646,Established,38454,52175,Q929420,Q410074,Q605259,Q123505415
trandolapril,olmesartan,Hyperkalaemia,10020646,Established,38454,321064,Q929420,Q421156,Q605259,Q123505415
trandolapril,azilsartan,Hyperkalaemia,10020646,Established,38454,1091643,Q929420,Q27074832,Q605259,Q123505415
eprosartan,perindopril,Hyperkalaemia,10020646,Established,83515,54552,Q784717,Q277785,Q605259,Q123505415
irbesartan,perindopril,Hyperkalaemia,10020646,Established,83818,54552,Q947266,Q277785,Q605259,Q123505415
candesartan,perindopril,Hyperkalaemia,10020646,Established,214354,54552,Q415970,Q277785,Q605259,Q123505415
losartan,perindopril,Hyperkalaemia,10020646,Established,52175,54552,Q410074,Q277785,Q605259,Q123505415
perindopril,olmesartan,Hyperkalaemia,10020646,Established,54552,321064,Q277785,Q421156,Q605259,Q123505415
perindopril,azilsartan,Hyperkalaemia,10020646,Established,54552,1091643,Q277785,Q27074832,Q605259,Q123505415
lisinopril,canrenoate,Hyperkalaemia,10020646,Probable,29046,,Q47495698,,Q605259,Q56644435
quinapril,canrenoate,Hyperkalaemia,10020646,Probable,35208,,Q596022,,Q605259,Q56644435
ramipril,canrenoate,Hyperkalaemia,10020646,Probable,35296,,Q412666,,Q605259,Q56644435
captopril,canrenoate,Hyperkalaemia,10020646,Probable,1998,,Q421119,,Q605259,Q56644435
enalapril,canrenoate,Hyperkalaemia,10020646,Probable,3827,,Q422185,,Q605259,Q56644435
trandolapril,canrenoate,Hyperkalaemia,10020646,Probable,38454,,Q929420,,Q605259,Q56644435
heparin,perindopril,Hyperkalaemia,10020646,Theoretical,5224,54552,Q190016,Q277785,Q605259,Q18603603
perindopril,canrenoate,Hyperkalaemia,10020646,Probable,54552,,Q277785,,Q605259,Q56644435
cyclosporine,canrenoate,Hyperkalaemia,10020646,Theoretical,3008,,Q367700,,Q605259,Q18603603
triamterene,lisinopril,Hyperkalaemia,10020646,Probable,10763,29046,Q221520,Q47495698,Q605259,Q56644435
triamterene,quinapril,Hyperkalaemia,10020646,Probable,10763,35208,Q221520,Q596022,Q605259,Q56644435
triamterene,ramipril,Hyperkalaemia,10020646,Probable,10763,35296,Q221520,Q412666,Q605259,Q56644435
triamterene,captopril,Hyperkalaemia,10020646,Probable,10763,1998,Q221520,Q421119,Q605259,Q56644435
triamterene,enalapril,Hyperkalaemia,10020646,Probable,10763,3827,Q221520,Q422185,Q605259,Q56644435
triamterene,trandolapril,Hyperkalaemia,10020646,Probable,10763,38454,Q221520,Q929420,Q605259,Q56644435
triamterene,perindopril,Hyperkalaemia,10020646,Probable,10763,54552,Q221520,Q277785,Q605259,Q56644435
triamterene,cyclosporine,Hyperkalaemia,10020646,Theoretical,10763,3008,Q221520,Q367700,Q605259,Q18603603
triamterene,amiloride,Hyperkalaemia,10020646,Theoretical,10763,644,Q221520,Q419995,Q605259,Q18603603
amiloride,lisinopril,Hyperkalaemia,10020646,Probable,644,29046,Q419995,Q47495698,Q605259,Q56644435
amiloride,quinapril,Hyperkalaemia,10020646,Probable,644,35208,Q419995,Q596022,Q605259,Q56644435
amiloride,ramipril,Hyperkalaemia,10020646,Probable,644,35296,Q419995,Q412666,Q605259,Q56644435
amiloride,captopril,Hyperkalaemia,10020646,Probable,644,1998,Q419995,Q421119,Q605259,Q56644435
amiloride,enalapril,Hyperkalaemia,10020646,Probable,644,3827,Q419995,Q422185,Q605259,Q56644435
amiloride,trandolapril,Hyperkalaemia,10020646,Probable,644,38454,Q419995,Q929420,Q605259,Q56644435
amiloride,perindopril,Hyperkalaemia,10020646,Probable,644,54552,Q419995,Q277785,Q605259,Q56644435
amiloride,cyclosporine,Hyperkalaemia,10020646,Theoretical,644,3008,Q419995,Q367700,Q605259,Q18603603
lisinopril,trimethoprim,Hyperkalaemia,10020646,Theoretical,29046,10829,Q47495698,Q422665,Q605259,Q18603603
valsartan,trimethoprim,Hyperkalaemia,10020646,Theoretical,69749,10829,Q155472,Q422665,Q605259,Q18603603
telmisartan,trimethoprim,Hyperkalaemia,10020646,Theoretical,73494,10829,Q733186,Q422665,Q605259,Q18603603
quinapril,trimethoprim,Hyperkalaemia,10020646,Theoretical,35208,10829,Q596022,Q422665,Q605259,Q18603603
ramipril,trimethoprim,Hyperkalaemia,10020646,Theoretical,35296,10829,Q412666,Q422665,Q605259,Q18603603
captopril,trimethoprim,Hyperkalaemia,10020646,Theoretical,1998,10829,Q421119,Q422665,Q605259,Q18603603
enalapril,trimethoprim,Hyperkalaemia,10020646,Theoretical,3827,10829,Q422185,Q422665,Q605259,Q18603603
trandolapril,trimethoprim,Hyperkalaemia,10020646,Theoretical,38454,10829,Q929420,Q422665,Q605259,Q18603603
eprosartan,trimethoprim,Hyperkalaemia,10020646,Theoretical,83515,10829,Q784717,Q422665,Q605259,Q18603603
irbesartan,trimethoprim,Hyperkalaemia,10020646,Theoretical,83818,10829,Q947266,Q422665,Q605259,Q18603603
candesartan,trimethoprim,Hyperkalaemia,10020646,Theoretical,214354,10829,Q415970,Q422665,Q605259,Q18603603
losartan,trimethoprim,Hyperkalaemia,10020646,Theoretical,52175,10829,Q410074,Q422665,Q605259,Q18603603
perindopril,trimethoprim,Hyperkalaemia,10020646,Theoretical,54552,10829,Q277785,Q422665,Q605259,Q18603603
trimethoprim,olmesartan,Hyperkalaemia,10020646,Theoretical,10829,321064,Q422665,Q421156,Q605259,Q18603603
trimethoprim,azilsartan,Hyperkalaemia,10020646,Theoretical,10829,1091643,Q422665,Q27074832,Q605259,Q18603603
triamterene,telmisartan,Hyperkalaemia,10020646,Theoretical,10763,73494,Q221520,Q733186,Q605259,Q18603603
triamterene,irbesartan,Hyperkalaemia,10020646,Theoretical,10763,83818,Q221520,Q947266,Q605259,Q18603603
triamterene,candesartan,Hyperkalaemia,10020646,Theoretical,10763,214354,Q221520,Q415970,Q605259,Q18603603
triamterene,losartan,Hyperkalaemia,10020646,Theoretical,10763,52175,Q221520,Q410074,Q605259,Q18603603
triamterene,trimethoprim,Hyperkalaemia,10020646,Theoretical,10763,10829,Q221520,Q422665,Q605259,Q18603603
amiloride,telmisartan,Hyperkalaemia,10020646,Theoretical,644,73494,Q419995,Q733186,Q605259,Q18603603
amiloride,irbesartan,Hyperkalaemia,10020646,Theoretical,644,83818,Q419995,Q947266,Q605259,Q18603603
amiloride,candesartan,Hyperkalaemia,10020646,Theoretical,644,214354,Q419995,Q415970,Q605259,Q18603603
amiloride,losartan,Hyperkalaemia,10020646,Theoretical,644,52175,Q419995,Q410074,Q605259,Q18603603
amiloride,trimethoprim,Hyperkalaemia,10020646,Theoretical,644,10829,Q419995,Q422665,Q605259,Q18603603
triamterene,valsartan,Hyperkalaemia,10020646,Theoretical,10763,69749,Q221520,Q155472,Q605259,Q18603603
amiloride,valsartan,Hyperkalaemia,10020646,Theoretical,644,69749,Q419995,Q155472,Q605259,Q18603603
perindopril,cyclosporine,Hyperkalaemia,10020646,Theoretical,54552,3008,Q277785,Q367700,Q605259,Q18603603
imatinib,warfarin,Haemorrhage,10055798,Probable,282388,11289,Q177094,Q113368879,Q7317047,Q56644435
warfarin,tetracycline,Haemorrhage,10055798,Theoretical,11289,10395,Q113368879,Q193045,Q7317047,Q18603603
warfarin,minocycline,Haemorrhage,10055798,Theoretical,11289,6980,Q113368879,Q415336,Q7317047,Q18603603
warfarin,demeclocycline,Haemorrhage,10055798,Theoretical,11289,3154,Q113368879,Q2736402,Q7317047,Q18603603
warfarin,doxycycline,Haemorrhage,10055798,Theoretical,11289,3640,Q113368879,Q422442,Q7317047,Q18603603
oxytetracycline,warfarin,Haemorrhage,10055798,Theoretical,7821,11289,Q411646,Q113368879,Q7317047,Q18603603
warfarin,ceftriaxone,Haemorrhage,10055798,Probable,11289,2193,Q113368879,Q421713,Q7317047,Q56644435
aspirin,nicorandil,Gastrointestinal perforation,10018001,Theoretical,1191,31748,Q18216,Q862989,Q279324,Q18603603
nabumetone,eplerenone,Hyperkalaemia,10020646,Probable,31448,298869,Q425207,Q423804,Q605259,Q56644435
naproxen,eplerenone,Hyperkalaemia,10020646,Probable,7258,298869,Q1215575,Q423804,Q605259,Q56644435
celecoxib,eplerenone,Hyperkalaemia,10020646,Probable,140587,298869,Q408801,Q423804,Q605259,Q56644435
diclofenac,eplerenone,Hyperkalaemia,10020646,Probable,3355,298869,Q244408,Q423804,Q605259,Q56644435
piroxicam,eplerenone,Hyperkalaemia,10020646,Probable,8356,298869,Q408676,Q423804,Q605259,Q56644435
meloxicam,eplerenone,Hyperkalaemia,10020646,Probable,41493,298869,Q414028,Q423804,Q605259,Q56644435
fenoprofen,eplerenone,Hyperkalaemia,10020646,Probable,4331,298869,Q2555245,Q423804,Q605259,Q56644435
flurbiprofen,eplerenone,Hyperkalaemia,10020646,Probable,4502,298869,Q419890,Q423804,Q605259,Q56644435
ibuprofen,eplerenone,Hyperkalaemia,10020646,Probable,5640,298869,Q186969,Q423804,Q605259,Q56644435
ketoprofen,eplerenone,Hyperkalaemia,10020646,Probable,6142,298869,Q409192,Q423804,Q605259,Q56644435
etodolac,eplerenone,Hyperkalaemia,10020646,Probable,24605,298869,Q2465218,Q423804,Q605259,Q56644435
mefenamate,eplerenone,Hyperkalaemia,10020646,Probable,,298869,,Q423804,Q605259,Q56644435
sulindac,eplerenone,Hyperkalaemia,10020646,Probable,10237,298869,Q963093,Q423804,Q605259,Q56644435
eplerenone,parecoxib,Hyperkalaemia,10020646,Probable,298869,279950,Q423804,Q347941,Q605259,Q56644435
eplerenone,aceclofenac,Hyperkalaemia,10020646,Probable,298869,16689,Q423804,Q481757,Q605259,Q56644435
eplerenone,tenoxicam,Hyperkalaemia,10020646,Probable,298869,37790,Q423804,Q45050,Q605259,Q56644435
eplerenone,dexketoprofen,Hyperkalaemia,10020646,Probable,298869,,Q423804,,Q605259,Q56644435
eplerenone,tiaprofenate,Hyperkalaemia,10020646,Probable,298869,,Q423804,,Q605259,Q56644435
lisinopril,eplerenone,Hyperkalaemia,10020646,Probable,29046,298869,Q47495698,Q423804,Q605259,Q56644435
eplerenone,quinapril,Hyperkalaemia,10020646,Probable,298869,35208,Q423804,Q596022,Q605259,Q56644435
eplerenone,ramipril,Hyperkalaemia,10020646,Probable,298869,35296,Q423804,Q412666,Q605259,Q56644435
eplerenone,captopril,Hyperkalaemia,10020646,Probable,298869,1998,Q423804,Q421119,Q605259,Q56644435
eplerenone,enalapril,Hyperkalaemia,10020646,Probable,298869,3827,Q423804,Q422185,Q605259,Q56644435
eplerenone,trandolapril,Hyperkalaemia,10020646,Probable,298869,38454,Q423804,Q929420,Q605259,Q56644435
eplerenone,perindopril,Hyperkalaemia,10020646,Probable,298869,54552,Q423804,Q277785,Q605259,Q56644435
eplerenone,telmisartan,Hyperkalaemia,10020646,Theoretical,298869,73494,Q423804,Q733186,Q605259,Q18603603
eplerenone,irbesartan,Hyperkalaemia,10020646,Theoretical,298869,83818,Q423804,Q947266,Q605259,Q18603603
eplerenone,candesartan,Hyperkalaemia,10020646,Theoretical,298869,214354,Q423804,Q415970,Q605259,Q18603603
eplerenone,losartan,Hyperkalaemia,10020646,Theoretical,298869,52175,Q423804,Q410074,Q605259,Q18603603
eplerenone,trimethoprim,Hyperkalaemia,10020646,Theoretical,298869,10829,Q423804,Q422665,Q605259,Q18603603
triamterene,eplerenone,Hyperkalaemia,10020646,Theoretical,10763,298869,Q221520,Q423804,Q605259,Q18603603
amiloride,eplerenone,Hyperkalaemia,10020646,Theoretical,644,298869,Q419995,Q423804,Q605259,Q18603603
valsartan,eplerenone,Hyperkalaemia,10020646,Theoretical,69749,298869,Q155472,Q423804,Q605259,Q18603603
spironolactone,nabumetone,Hyperkalaemia,10020646,Probable,9997,31448,Q422188,Q425207,Q605259,Q56644435
spironolactone,naproxen,Hyperkalaemia,10020646,Probable,9997,7258,Q422188,Q1215575,Q605259,Q56644435
spironolactone,celecoxib,Hyperkalaemia,10020646,Probable,9997,140587,Q422188,Q408801,Q605259,Q56644435
spironolactone,diclofenac,Hyperkalaemia,10020646,Probable,9997,3355,Q422188,Q244408,Q605259,Q56644435
spironolactone,piroxicam,Hyperkalaemia,10020646,Probable,9997,8356,Q422188,Q408676,Q605259,Q56644435
spironolactone,meloxicam,Hyperkalaemia,10020646,Probable,9997,41493,Q422188,Q414028,Q605259,Q56644435
spironolactone,fenoprofen,Hyperkalaemia,10020646,Probable,9997,4331,Q422188,Q2555245,Q605259,Q56644435
spironolactone,flurbiprofen,Hyperkalaemia,10020646,Probable,9997,4502,Q422188,Q419890,Q605259,Q56644435
spironolactone,ibuprofen,Hyperkalaemia,10020646,Probable,9997,5640,Q422188,Q186969,Q605259,Q56644435
spironolactone,ketoprofen,Hyperkalaemia,10020646,Probable,9997,6142,Q422188,Q409192,Q605259,Q56644435
spironolactone,etodolac,Hyperkalaemia,10020646,Probable,9997,24605,Q422188,Q2465218,Q605259,Q56644435
spironolactone,mefenamate,Hyperkalaemia,10020646,Probable,9997,,Q422188,,Q605259,Q56644435
spironolactone,sulindac,Hyperkalaemia,10020646,Probable,9997,10237,Q422188,Q963093,Q605259,Q56644435
spironolactone,parecoxib,Hyperkalaemia,10020646,Probable,9997,279950,Q422188,Q347941,Q605259,Q56644435
spironolactone,aceclofenac,Hyperkalaemia,10020646,Probable,9997,16689,Q422188,Q481757,Q605259,Q56644435
spironolactone,tenoxicam,Hyperkalaemia,10020646,Probable,9997,37790,Q422188,Q45050,Q605259,Q56644435
spironolactone,dexketoprofen,Hyperkalaemia,10020646,Probable,9997,,Q422188,,Q605259,Q56644435
spironolactone,tiaprofenate,Hyperkalaemia,10020646,Probable,9997,,Q422188,,Q605259,Q56644435
triamterene,spironolactone,Hyperkalaemia,10020646,Theoretical,10763,9997,Q221520,Q422188,Q605259,Q18603603
spironolactone,lisinopril,Hyperkalaemia,10020646,Probable,9997,29046,Q422188,Q47495698,Q605259,Q56644435
spironolactone,quinapril,Hyperkalaemia,10020646,Probable,9997,35208,Q422188,Q596022,Q605259,Q56644435
spironolactone,ramipril,Hyperkalaemia,10020646,Probable,9997,35296,Q422188,Q412666,Q605259,Q56644435
spironolactone,captopril,Hyperkalaemia,10020646,Probable,9997,1998,Q422188,Q421119,Q605259,Q56644435
spironolactone,enalapril,Hyperkalaemia,10020646,Probable,9997,3827,Q422188,Q422185,Q605259,Q56644435
spironolactone,trandolapril,Hyperkalaemia,10020646,Probable,9997,38454,Q422188,Q929420,Q605259,Q56644435
spironolactone,perindopril,Hyperkalaemia,10020646,Probable,9997,54552,Q422188,Q277785,Q605259,Q56644435
spironolactone,cyclosporine,Hyperkalaemia,10020646,Theoretical,9997,3008,Q422188,Q367700,Q605259,Q18603603
spironolactone,telmisartan,Hyperkalaemia,10020646,Theoretical,9997,73494,Q422188,Q733186,Q605259,Q18603603
spironolactone,irbesartan,Hyperkalaemia,10020646,Theoretical,9997,83818,Q422188,Q947266,Q605259,Q18603603
spironolactone,candesartan,Hyperkalaemia,10020646,Theoretical,9997,214354,Q422188,Q415970,Q605259,Q18603603
spironolactone,losartan,Hyperkalaemia,10020646,Theoretical,9997,52175,Q422188,Q410074,Q605259,Q18603603
spironolactone,trimethoprim,Hyperkalaemia,10020646,Theoretical,9997,10829,Q422188,Q422665,Q605259,Q18603603
spironolactone,valsartan,Hyperkalaemia,10020646,Theoretical,9997,69749,Q422188,Q155472,Q605259,Q18603603
nabumetone,methylprednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,31448,6902,Q425207,Q417222,Q123562703,Q18603603
nabumetone,dexamethasone,Gastrointestinal haemorrhage,10017955,Theoretical,31448,3264,Q425207,Q422252,Q123562703,Q18603603
nabumetone,prednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,31448,8638,Q425207,Q11426176,Q123562703,Q18603603
nabumetone,prednisone,Gastrointestinal haemorrhage,10017955,Theoretical,31448,8640,Q425207,Q424972,Q123562703,Q18603603
naproxen,methylprednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,7258,6902,Q1215575,Q417222,Q123562703,Q18603603
naproxen,dexamethasone,Gastrointestinal haemorrhage,10017955,Theoretical,7258,3264,Q1215575,Q422252,Q123562703,Q18603603
naproxen,prednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,7258,8638,Q1215575,Q11426176,Q123562703,Q18603603
naproxen,prednisone,Gastrointestinal haemorrhage,10017955,Theoretical,7258,8640,Q1215575,Q424972,Q123562703,Q18603603
celecoxib,methylprednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,140587,6902,Q408801,Q417222,Q123562703,Q18603603
celecoxib,dexamethasone,Gastrointestinal haemorrhage,10017955,Theoretical,140587,3264,Q408801,Q422252,Q123562703,Q18603603
celecoxib,prednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,140587,8638,Q408801,Q11426176,Q123562703,Q18603603
celecoxib,prednisone,Gastrointestinal haemorrhage,10017955,Theoretical,140587,8640,Q408801,Q424972,Q123562703,Q18603603
diclofenac,methylprednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,3355,6902,Q244408,Q417222,Q123562703,Q18603603
diclofenac,dexamethasone,Gastrointestinal haemorrhage,10017955,Theoretical,3355,3264,Q244408,Q422252,Q123562703,Q18603603
diclofenac,prednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,3355,8638,Q244408,Q11426176,Q123562703,Q18603603
diclofenac,prednisone,Gastrointestinal haemorrhage,10017955,Theoretical,3355,8640,Q244408,Q424972,Q123562703,Q18603603
piroxicam,methylprednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,8356,6902,Q408676,Q417222,Q123562703,Q18603603
piroxicam,dexamethasone,Gastrointestinal haemorrhage,10017955,Theoretical,8356,3264,Q408676,Q422252,Q123562703,Q18603603
piroxicam,prednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,8356,8638,Q408676,Q11426176,Q123562703,Q18603603
piroxicam,prednisone,Gastrointestinal haemorrhage,10017955,Theoretical,8356,8640,Q408676,Q424972,Q123562703,Q18603603
meloxicam,methylprednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,41493,6902,Q414028,Q417222,Q123562703,Q18603603
meloxicam,dexamethasone,Gastrointestinal haemorrhage,10017955,Theoretical,41493,3264,Q414028,Q422252,Q123562703,Q18603603
meloxicam,prednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,41493,8638,Q414028,Q11426176,Q123562703,Q18603603
meloxicam,prednisone,Gastrointestinal haemorrhage,10017955,Theoretical,41493,8640,Q414028,Q424972,Q123562703,Q18603603
fenoprofen,methylprednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,4331,6902,Q2555245,Q417222,Q123562703,Q18603603
fenoprofen,dexamethasone,Gastrointestinal haemorrhage,10017955,Theoretical,4331,3264,Q2555245,Q422252,Q123562703,Q18603603
fenoprofen,prednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,4331,8638,Q2555245,Q11426176,Q123562703,Q18603603
fenoprofen,prednisone,Gastrointestinal haemorrhage,10017955,Theoretical,4331,8640,Q2555245,Q424972,Q123562703,Q18603603
flurbiprofen,methylprednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,4502,6902,Q419890,Q417222,Q123562703,Q18603603
flurbiprofen,dexamethasone,Gastrointestinal haemorrhage,10017955,Theoretical,4502,3264,Q419890,Q422252,Q123562703,Q18603603
flurbiprofen,prednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,4502,8638,Q419890,Q11426176,Q123562703,Q18603603
flurbiprofen,prednisone,Gastrointestinal haemorrhage,10017955,Theoretical,4502,8640,Q419890,Q424972,Q123562703,Q18603603
ibuprofen,methylprednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,5640,6902,Q186969,Q417222,Q123562703,Q18603603
ibuprofen,dexamethasone,Gastrointestinal haemorrhage,10017955,Theoretical,5640,3264,Q186969,Q422252,Q123562703,Q18603603
ibuprofen,prednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,5640,8638,Q186969,Q11426176,Q123562703,Q18603603
ibuprofen,prednisone,Gastrointestinal haemorrhage,10017955,Theoretical,5640,8640,Q186969,Q424972,Q123562703,Q18603603
indomethacin,methylprednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,5781,6902,Q409231,Q417222,Q123562703,Q18603603
indomethacin,dexamethasone,Gastrointestinal haemorrhage,10017955,Theoretical,5781,3264,Q409231,Q422252,Q123562703,Q18603603
indomethacin,prednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,5781,8638,Q409231,Q11426176,Q123562703,Q18603603
indomethacin,prednisone,Gastrointestinal haemorrhage,10017955,Theoretical,5781,8640,Q409231,Q424972,Q123562703,Q18603603
ketoprofen,methylprednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,6142,6902,Q409192,Q417222,Q123562703,Q18603603
ketoprofen,dexamethasone,Gastrointestinal haemorrhage,10017955,Theoretical,6142,3264,Q409192,Q422252,Q123562703,Q18603603
ketoprofen,prednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,6142,8638,Q409192,Q11426176,Q123562703,Q18603603
ketoprofen,prednisone,Gastrointestinal haemorrhage,10017955,Theoretical,6142,8640,Q409192,Q424972,Q123562703,Q18603603
etodolac,methylprednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,24605,6902,Q2465218,Q417222,Q123562703,Q18603603
etodolac,dexamethasone,Gastrointestinal haemorrhage,10017955,Theoretical,24605,3264,Q2465218,Q422252,Q123562703,Q18603603
etodolac,prednisolone,Gastrointestinal haemorrhage,10017955,Theoretical,24605,8638,Q2465218,Q11426176,Q123562703,Q18603603
etodolac,prednisone,Gastrointestinal haemorrhage,10017955,Theoretical,24605,8640,Q2465218,Q424972,Q123562703,Q18603603
