,DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,MICROMEDEX_EVID_LEVEL,DRUG_1_CODE,DRUG_2_CODE
61275,celecoxib,parecoxib,Hyperkalaemia,10020646,Theoretical,1118084,19003570
61291,celecoxib,cyclosporine,Hyperkalaemia,10020646,Established,1118084,19010482
61311,celecoxib,aceclofenac,Hyperkalaemia,10020646,Theoretical,1118084,19029393
61327,celecoxib,tenoxicam,Hyperkalaemia,10020646,Theoretical,1118084,19041220
61343,celecoxib,dexketoprofen,Hyperkalaemia,10020646,Theoretical,1118084,19056874
61359,celecoxib,tiaprofenate,Hyperkalaemia,10020646,Theoretical,1118084,19086910
61375,celecoxib,olmesartan,Hyperkalaemia,10020646,Established,1118084,40226742
61395,celecoxib,azilsartan,Hyperkalaemia,10020646,Established,1118084,40235485
61415,diclofenac,piroxicam,Hyperkalaemia,10020646,Theoretical,1124300,1146810
61455,diclofenac,meloxicam,Hyperkalaemia,10020646,Theoretical,1124300,1150345
61487,diclofenac,fenoprofen,Hyperkalaemia,10020646,Theoretical,1124300,1153928
61519,diclofenac,flurbiprofen,Hyperkalaemia,10020646,Theoretical,1124300,1156378
61559,diclofenac,ibuprofen,Hyperkalaemia,10020646,Theoretical,1124300,1177480
61623,diclofenac,ketoprofen,Hyperkalaemia,10020646,Theoretical,1124300,1185922
61655,diclofenac,etodolac,Hyperkalaemia,10020646,Theoretical,1124300,1195492
61687,diclofenac,mefenamate,Hyperkalaemia,10020646,Theoretical,1124300,1197736
61719,diclofenac,sulindac,Hyperkalaemia,10020646,Theoretical,1124300,1236607
61751,diclofenac,enoxaparin,Hyperkalaemia,10020646,Probable,1124300,1301025
61791,diclofenac,dalteparin,Hyperkalaemia,10020646,Probable,1124300,1301065
61831,diclofenac,lisinopril,Hyperkalaemia,10020646,Established,1124300,1308216
61863,diclofenac,tinzaparin,Hyperkalaemia,10020646,Probable,1124300,1308473
61903,diclofenac,valsartan,Hyperkalaemia,10020646,Established,1124300,1308842
61935,diclofenac,telmisartan,Hyperkalaemia,10020646,Established,1124300,1317640
61967,diclofenac,quinapril,Hyperkalaemia,10020646,Established,1124300,1331235
62007,diclofenac,ramipril,Hyperkalaemia,10020646,Established,1124300,1334456
62039,diclofenac,captopril,Hyperkalaemia,10020646,Established,1124300,1340128
62071,diclofenac,enalapril,Hyperkalaemia,10020646,Established,1124300,1341927
62111,diclofenac,trandolapril,Hyperkalaemia,10020646,Established,1124300,1342439
62143,diclofenac,eprosartan,Hyperkalaemia,10020646,Established,1124300,1346686
62183,diclofenac,irbesartan,Hyperkalaemia,10020646,Established,1124300,1347384
62215,diclofenac,candesartan,Hyperkalaemia,10020646,Established,1124300,1351557
62255,diclofenac,losartan,Hyperkalaemia,10020646,Established,1124300,1367500
62295,diclofenac,heparin,Hyperkalaemia,10020646,Theoretical,1124300,1367571
62343,diclofenac,perindopril,Hyperkalaemia,10020646,Established,1124300,1373225
62399,diclofenac,parecoxib,Hyperkalaemia,10020646,Theoretical,1124300,19003570
62431,diclofenac,cyclosporine,Hyperkalaemia,10020646,Established,1124300,19010482
62471,diclofenac,aceclofenac,Hyperkalaemia,10020646,Theoretical,1124300,19029393
62503,diclofenac,tenoxicam,Hyperkalaemia,10020646,Theoretical,1124300,19041220
62535,diclofenac,dexketoprofen,Hyperkalaemia,10020646,Theoretical,1124300,19056874
62567,diclofenac,tiaprofenate,Hyperkalaemia,10020646,Theoretical,1124300,19086910
62599,diclofenac,olmesartan,Hyperkalaemia,10020646,Established,1124300,40226742
62639,diclofenac,azilsartan,Hyperkalaemia,10020646,Established,1124300,40235485
62679,piroxicam,meloxicam,Hyperkalaemia,10020646,Theoretical,1146810,1150345
62699,piroxicam,fenoprofen,Hyperkalaemia,10020646,Theoretical,1146810,1153928
62719,piroxicam,flurbiprofen,Hyperkalaemia,10020646,Theoretical,1146810,1156378
62744,piroxicam,ibuprofen,Hyperkalaemia,10020646,Theoretical,1146810,1177480
62784,piroxicam,indomethacin,Hyperkalaemia,10020646,Theoretical,1146810,1178663
62809,piroxicam,ketoprofen,Hyperkalaemia,10020646,Theoretical,1146810,1185922
62829,piroxicam,etodolac,Hyperkalaemia,10020646,Theoretical,1146810,1195492
62849,piroxicam,mefenamate,Hyperkalaemia,10020646,Theoretical,1146810,1197736
62869,piroxicam,sulindac,Hyperkalaemia,10020646,Theoretical,1146810,1236607
62889,piroxicam,enoxaparin,Hyperkalaemia,10020646,Probable,1146810,1301025
62914,piroxicam,dalteparin,Hyperkalaemia,10020646,Probable,1146810,1301065
62939,piroxicam,lisinopril,Hyperkalaemia,10020646,Established,1146810,1308216
62959,piroxicam,tinzaparin,Hyperkalaemia,10020646,Probable,1146810,1308473
62984,piroxicam,valsartan,Hyperkalaemia,10020646,Established,1146810,1308842
63004,piroxicam,telmisartan,Hyperkalaemia,10020646,Established,1146810,1317640
63024,piroxicam,quinapril,Hyperkalaemia,10020646,Established,1146810,1331235
63049,piroxicam,ramipril,Hyperkalaemia,10020646,Established,1146810,1334456
63069,piroxicam,captopril,Hyperkalaemia,10020646,Established,1146810,1340128
63089,piroxicam,enalapril,Hyperkalaemia,10020646,Established,1146810,1341927
63114,piroxicam,trandolapril,Hyperkalaemia,10020646,Established,1146810,1342439
63134,piroxicam,eprosartan,Hyperkalaemia,10020646,Established,1146810,1346686
63159,piroxicam,irbesartan,Hyperkalaemia,10020646,Established,1146810,1347384
63179,piroxicam,candesartan,Hyperkalaemia,10020646,Established,1146810,1351557
63204,piroxicam,losartan,Hyperkalaemia,10020646,Established,1146810,1367500
63229,piroxicam,heparin,Hyperkalaemia,10020646,Theoretical,1146810,1367571
63259,piroxicam,perindopril,Hyperkalaemia,10020646,Established,1146810,1373225
63294,piroxicam,parecoxib,Hyperkalaemia,10020646,Theoretical,1146810,19003570
63314,piroxicam,cyclosporine,Hyperkalaemia,10020646,Established,1146810,19010482
63339,piroxicam,aceclofenac,Hyperkalaemia,10020646,Theoretical,1146810,19029393
63359,piroxicam,tenoxicam,Hyperkalaemia,10020646,Theoretical,1146810,19041220
63379,piroxicam,dexketoprofen,Hyperkalaemia,10020646,Theoretical,1146810,19056874
63399,piroxicam,tiaprofenate,Hyperkalaemia,10020646,Theoretical,1146810,19086910
63419,piroxicam,olmesartan,Hyperkalaemia,10020646,Established,1146810,40226742
63444,piroxicam,azilsartan,Hyperkalaemia,10020646,Established,1146810,40235485
63469,meloxicam,fenoprofen,Hyperkalaemia,10020646,Theoretical,1150345,1153928
63485,meloxicam,flurbiprofen,Hyperkalaemia,10020646,Theoretical,1150345,1156378
63505,meloxicam,ibuprofen,Hyperkalaemia,10020646,Theoretical,1150345,1177480
63537,meloxicam,indomethacin,Hyperkalaemia,10020646,Theoretical,1150345,1178663
63557,meloxicam,ketoprofen,Hyperkalaemia,10020646,Theoretical,1150345,1185922
63573,meloxicam,etodolac,Hyperkalaemia,10020646,Theoretical,1150345,1195492
63589,meloxicam,mefenamate,Hyperkalaemia,10020646,Theoretical,1150345,1197736
63605,meloxicam,sulindac,Hyperkalaemia,10020646,Theoretical,1150345,1236607
63621,meloxicam,enoxaparin,Hyperkalaemia,10020646,Probable,1150345,1301025
63641,meloxicam,dalteparin,Hyperkalaemia,10020646,Probable,1150345,1301065
63661,meloxicam,lisinopril,Hyperkalaemia,10020646,Established,1150345,1308216
63677,meloxicam,tinzaparin,Hyperkalaemia,10020646,Probable,1150345,1308473
63697,meloxicam,valsartan,Hyperkalaemia,10020646,Established,1150345,1308842
63713,meloxicam,telmisartan,Hyperkalaemia,10020646,Established,1150345,1317640
63729,meloxicam,quinapril,Hyperkalaemia,10020646,Established,1150345,1331235
63749,meloxicam,ramipril,Hyperkalaemia,10020646,Established,1150345,1334456
63765,meloxicam,captopril,Hyperkalaemia,10020646,Established,1150345,1340128
63781,meloxicam,enalapril,Hyperkalaemia,10020646,Established,1150345,1341927
63801,meloxicam,trandolapril,Hyperkalaemia,10020646,Established,1150345,1342439
63817,meloxicam,eprosartan,Hyperkalaemia,10020646,Established,1150345,1346686
63837,meloxicam,irbesartan,Hyperkalaemia,10020646,Established,1150345,1347384
63853,meloxicam,candesartan,Hyperkalaemia,10020646,Established,1150345,1351557
63873,meloxicam,losartan,Hyperkalaemia,10020646,Established,1150345,1367500
63893,meloxicam,heparin,Hyperkalaemia,10020646,Theoretical,1150345,1367571
63917,meloxicam,perindopril,Hyperkalaemia,10020646,Established,1150345,1373225
63945,meloxicam,parecoxib,Hyperkalaemia,10020646,Theoretical,1150345,19003570
63961,meloxicam,cyclosporine,Hyperkalaemia,10020646,Established,1150345,19010482
63981,meloxicam,aceclofenac,Hyperkalaemia,10020646,Theoretical,1150345,19029393
63997,meloxicam,tenoxicam,Hyperkalaemia,10020646,Theoretical,1150345,19041220
64013,meloxicam,dexketoprofen,Hyperkalaemia,10020646,Theoretical,1150345,19056874
64029,meloxicam,tiaprofenate,Hyperkalaemia,10020646,Theoretical,1150345,19086910
64045,meloxicam,olmesartan,Hyperkalaemia,10020646,Established,1150345,40226742
64065,meloxicam,azilsartan,Hyperkalaemia,10020646,Established,1150345,40235485
64085,fenoprofen,flurbiprofen,Hyperkalaemia,10020646,Theoretical,1153928,1156378
64105,fenoprofen,ibuprofen,Hyperkalaemia,10020646,Theoretical,1153928,1177480
64137,fenoprofen,indomethacin,Hyperkalaemia,10020646,Theoretical,1153928,1178663
64157,fenoprofen,ketoprofen,Hyperkalaemia,10020646,Theoretical,1153928,1185922
64173,fenoprofen,etodolac,Hyperkalaemia,10020646,Theoretical,1153928,1195492
64189,fenoprofen,mefenamate,Hyperkalaemia,10020646,Theoretical,1153928,1197736
64205,fenoprofen,sulindac,Hyperkalaemia,10020646,Theoretical,1153928,1236607
64221,fenoprofen,enoxaparin,Hyperkalaemia,10020646,Probable,1153928,1301025
64241,fenoprofen,dalteparin,Hyperkalaemia,10020646,Probable,1153928,1301065
64261,fenoprofen,lisinopril,Hyperkalaemia,10020646,Established,1153928,1308216
64277,fenoprofen,tinzaparin,Hyperkalaemia,10020646,Probable,1153928,1308473
64297,fenoprofen,valsartan,Hyperkalaemia,10020646,Established,1153928,1308842
64313,fenoprofen,telmisartan,Hyperkalaemia,10020646,Established,1153928,1317640
64329,fenoprofen,quinapril,Hyperkalaemia,10020646,Established,1153928,1331235
64349,fenoprofen,ramipril,Hyperkalaemia,10020646,Established,1153928,1334456
64365,fenoprofen,captopril,Hyperkalaemia,10020646,Established,1153928,1340128
64381,fenoprofen,enalapril,Hyperkalaemia,10020646,Established,1153928,1341927
64401,fenoprofen,trandolapril,Hyperkalaemia,10020646,Established,1153928,1342439
64417,fenoprofen,eprosartan,Hyperkalaemia,10020646,Established,1153928,1346686
64437,fenoprofen,irbesartan,Hyperkalaemia,10020646,Established,1153928,1347384
64453,fenoprofen,candesartan,Hyperkalaemia,10020646,Established,1153928,1351557
64473,fenoprofen,losartan,Hyperkalaemia,10020646,Established,1153928,1367500
64493,fenoprofen,heparin,Hyperkalaemia,10020646,Theoretical,1153928,1367571
64517,fenoprofen,perindopril,Hyperkalaemia,10020646,Established,1153928,1373225
64545,fenoprofen,parecoxib,Hyperkalaemia,10020646,Theoretical,1153928,19003570
64561,fenoprofen,cyclosporine,Hyperkalaemia,10020646,Established,1153928,19010482
64581,fenoprofen,aceclofenac,Hyperkalaemia,10020646,Theoretical,1153928,19029393
64597,fenoprofen,tenoxicam,Hyperkalaemia,10020646,Theoretical,1153928,19041220
64613,fenoprofen,dexketoprofen,Hyperkalaemia,10020646,Theoretical,1153928,19056874
64629,fenoprofen,tiaprofenate,Hyperkalaemia,10020646,Theoretical,1153928,19086910
64645,fenoprofen,olmesartan,Hyperkalaemia,10020646,Established,1153928,40226742
64665,fenoprofen,azilsartan,Hyperkalaemia,10020646,Established,1153928,40235485
64685,flurbiprofen,ibuprofen,Hyperkalaemia,10020646,Theoretical,1156378,1177480
64725,flurbiprofen,indomethacin,Hyperkalaemia,10020646,Theoretical,1156378,1178663
64750,flurbiprofen,ketoprofen,Hyperkalaemia,10020646,Theoretical,1156378,1185922
64770,flurbiprofen,etodolac,Hyperkalaemia,10020646,Theoretical,1156378,1195492
64790,flurbiprofen,mefenamate,Hyperkalaemia,10020646,Theoretical,1156378,1197736
64810,flurbiprofen,sulindac,Hyperkalaemia,10020646,Theoretical,1156378,1236607
64830,flurbiprofen,enoxaparin,Hyperkalaemia,10020646,Probable,1156378,1301025
64855,flurbiprofen,dalteparin,Hyperkalaemia,10020646,Probable,1156378,1301065
64880,flurbiprofen,lisinopril,Hyperkalaemia,10020646,Established,1156378,1308216
64900,flurbiprofen,tinzaparin,Hyperkalaemia,10020646,Probable,1156378,1308473
64925,flurbiprofen,valsartan,Hyperkalaemia,10020646,Established,1156378,1308842
64945,flurbiprofen,telmisartan,Hyperkalaemia,10020646,Established,1156378,1317640
64965,flurbiprofen,quinapril,Hyperkalaemia,10020646,Established,1156378,1331235
64990,flurbiprofen,ramipril,Hyperkalaemia,10020646,Established,1156378,1334456
65010,flurbiprofen,captopril,Hyperkalaemia,10020646,Established,1156378,1340128
65030,flurbiprofen,enalapril,Hyperkalaemia,10020646,Established,1156378,1341927
65055,flurbiprofen,trandolapril,Hyperkalaemia,10020646,Established,1156378,1342439
65075,flurbiprofen,eprosartan,Hyperkalaemia,10020646,Established,1156378,1346686
65100,flurbiprofen,irbesartan,Hyperkalaemia,10020646,Established,1156378,1347384
65120,flurbiprofen,candesartan,Hyperkalaemia,10020646,Established,1156378,1351557
65145,flurbiprofen,losartan,Hyperkalaemia,10020646,Established,1156378,1367500
65170,flurbiprofen,heparin,Hyperkalaemia,10020646,Theoretical,1156378,1367571
65200,flurbiprofen,perindopril,Hyperkalaemia,10020646,Established,1156378,1373225
65235,flurbiprofen,parecoxib,Hyperkalaemia,10020646,Theoretical,1156378,19003570
65255,flurbiprofen,cyclosporine,Hyperkalaemia,10020646,Established,1156378,19010482
65280,flurbiprofen,aceclofenac,Hyperkalaemia,10020646,Theoretical,1156378,19029393
65300,flurbiprofen,tenoxicam,Hyperkalaemia,10020646,Theoretical,1156378,19041220
65320,flurbiprofen,dexketoprofen,Hyperkalaemia,10020646,Theoretical,1156378,19056874
65340,flurbiprofen,tiaprofenate,Hyperkalaemia,10020646,Theoretical,1156378,19086910
65360,flurbiprofen,olmesartan,Hyperkalaemia,10020646,Established,1156378,40226742
65385,flurbiprofen,azilsartan,Hyperkalaemia,10020646,Established,1156378,40235485
65410,ibuprofen,indomethacin,Hyperkalaemia,10020646,Theoretical,1177480,1178663
65450,ibuprofen,ketoprofen,Hyperkalaemia,10020646,Theoretical,1177480,1185922
65482,ibuprofen,etodolac,Hyperkalaemia,10020646,Theoretical,1177480,1195492
65514,ibuprofen,mefenamate,Hyperkalaemia,10020646,Theoretical,1177480,1197736
65546,ibuprofen,sulindac,Hyperkalaemia,10020646,Theoretical,1177480,1236607
65578,ibuprofen,enoxaparin,Hyperkalaemia,10020646,Probable,1177480,1301025
65618,ibuprofen,dalteparin,Hyperkalaemia,10020646,Probable,1177480,1301065
65658,ibuprofen,lisinopril,Hyperkalaemia,10020646,Established,1177480,1308216
65690,ibuprofen,tinzaparin,Hyperkalaemia,10020646,Probable,1177480,1308473
65730,ibuprofen,valsartan,Hyperkalaemia,10020646,Established,1177480,1308842
65762,ibuprofen,telmisartan,Hyperkalaemia,10020646,Established,1177480,1317640
65794,ibuprofen,quinapril,Hyperkalaemia,10020646,Established,1177480,1331235
65834,ibuprofen,ramipril,Hyperkalaemia,10020646,Established,1177480,1334456
65866,ibuprofen,captopril,Hyperkalaemia,10020646,Established,1177480,1340128
65898,ibuprofen,enalapril,Hyperkalaemia,10020646,Established,1177480,1341927
65938,ibuprofen,trandolapril,Hyperkalaemia,10020646,Established,1177480,1342439
65970,ibuprofen,eprosartan,Hyperkalaemia,10020646,Established,1177480,1346686
66010,ibuprofen,irbesartan,Hyperkalaemia,10020646,Established,1177480,1347384
66042,ibuprofen,candesartan,Hyperkalaemia,10020646,Established,1177480,1351557
66082,ibuprofen,losartan,Hyperkalaemia,10020646,Established,1177480,1367500
66122,ibuprofen,heparin,Hyperkalaemia,10020646,Theoretical,1177480,1367571
66170,ibuprofen,perindopril,Hyperkalaemia,10020646,Established,1177480,1373225
66226,ibuprofen,parecoxib,Hyperkalaemia,10020646,Theoretical,1177480,19003570
66258,ibuprofen,cyclosporine,Hyperkalaemia,10020646,Established,1177480,19010482
66298,ibuprofen,aceclofenac,Hyperkalaemia,10020646,Theoretical,1177480,19029393
66330,ibuprofen,tenoxicam,Hyperkalaemia,10020646,Theoretical,1177480,19041220
66362,ibuprofen,dexketoprofen,Hyperkalaemia,10020646,Theoretical,1177480,19056874
66394,ibuprofen,tiaprofenate,Hyperkalaemia,10020646,Theoretical,1177480,19086910
66426,ibuprofen,olmesartan,Hyperkalaemia,10020646,Established,1177480,40226742
66466,ibuprofen,azilsartan,Hyperkalaemia,10020646,Established,1177480,40235485
66506,indomethacin,ketoprofen,Hyperkalaemia,10020646,Theoretical,1178663,1185922
66526,indomethacin,etodolac,Hyperkalaemia,10020646,Theoretical,1178663,1195492
66546,indomethacin,mefenamate,Hyperkalaemia,10020646,Theoretical,1178663,1197736
66566,indomethacin,sulindac,Hyperkalaemia,10020646,Theoretical,1178663,1236607
66586,indomethacin,enoxaparin,Hyperkalaemia,10020646,Probable,1178663,1301025
66611,indomethacin,dalteparin,Hyperkalaemia,10020646,Probable,1178663,1301065
66636,indomethacin,lisinopril,Hyperkalaemia,10020646,Established,1178663,1308216
66656,indomethacin,tinzaparin,Hyperkalaemia,10020646,Probable,1178663,1308473
66681,indomethacin,valsartan,Hyperkalaemia,10020646,Established,1178663,1308842
66701,indomethacin,telmisartan,Hyperkalaemia,10020646,Established,1178663,1317640
66721,indomethacin,quinapril,Hyperkalaemia,10020646,Established,1178663,1331235
66746,indomethacin,ramipril,Hyperkalaemia,10020646,Established,1178663,1334456
66766,indomethacin,captopril,Hyperkalaemia,10020646,Established,1178663,1340128
66786,indomethacin,enalapril,Hyperkalaemia,10020646,Established,1178663,1341927
66811,indomethacin,trandolapril,Hyperkalaemia,10020646,Established,1178663,1342439
66831,indomethacin,eprosartan,Hyperkalaemia,10020646,Established,1178663,1346686
66856,indomethacin,irbesartan,Hyperkalaemia,10020646,Established,1178663,1347384
66876,indomethacin,candesartan,Hyperkalaemia,10020646,Established,1178663,1351557
66901,indomethacin,losartan,Hyperkalaemia,10020646,Established,1178663,1367500
66926,indomethacin,heparin,Hyperkalaemia,10020646,Theoretical,1178663,1367571
66956,indomethacin,perindopril,Hyperkalaemia,10020646,Established,1178663,1373225
66991,indomethacin,parecoxib,Hyperkalaemia,10020646,Theoretical,1178663,19003570
67011,indomethacin,cyclosporine,Hyperkalaemia,10020646,Established,1178663,19010482
67036,indomethacin,aceclofenac,Hyperkalaemia,10020646,Theoretical,1178663,19029393
67056,indomethacin,tenoxicam,Hyperkalaemia,10020646,Theoretical,1178663,19041220
67076,indomethacin,dexketoprofen,Hyperkalaemia,10020646,Theoretical,1178663,19056874
